address,lat,long
"3301 Sanborn Ln, Deltona, FL 32738",28.90692813,-81.17051844
"184 Moonstone Ct, Port Orange, FL 32129",29.14198869,-81.01185967
"2204 Travelers Palm Dr, Edgewater, FL 32141",28.95874182,-80.91031784
"15 Deerskin Ln, Ormond Beach, FL 32174",29.31998262,-81.10444737
"138 Via Madrid Dr, Ormond Beach, FL 32176",29.370458,-81.07972371
"3130 Willow Oak Dr, Edgewater, FL 32141",28.93892683,-80.90466702
"408 King Charles Cir, Deland, FL 32724",29.08086768,-81.3078128
"144 Hann St, Oak Hill, FL 32759",28.87274839,-80.85461803
"1690 Landfair Ave, Deltona, FL 32738",28.91253641,-81.17125054
"231 Riverside Dr UNIT 1008-1, Holly Hill, FL 32117",29.2325416,-81.0279833
"105 Glen Abbey Ln, Debary, FL 32713",28.89510017,-81.28406757
"47 Fall Dr, Pt Orange, FL 32129",29.14359112,-81.02209786
"1643 Pham Dr, Port Orange, FL 32129",29.12009957,-81.0412719
"74 Aurora Ave, Ponce Inlet, FL 32127",29.09510013,-80.93657773
"160 Brandy Hills Dr, Pt Orange, FL 32129",29.13751628,-81.02278804
"201 Lagoon Mist Ct, Oak Hill, FL 32759",28.86829119,-80.8482877
"120 Hurst Ct, Deland, FL 32724",29.0209672,-81.281154
"5238 State Road 11, De Leon Springs, FL 32130",29.16183956,-81.30340602
"209 Hedgewood Ave, Deltona, FL 32738",28.85476114,-81.18967034
"209 Hedgewood Ave, Deltona, FL 32738",28.85480812,-81.18970253
"122 Pitching Wedge Dr, Daytona Beach, FL 32124",29.19098679,-81.10706854
"1157 Avienda Del Toro, Pt Orange, FL 32129",29.16200829,-81.03024162
"212 Kettering Rd, Deltona, FL 32725",28.90272392,-81.27357389
"1909 S Atlantic Ave #501, Daytona Beach Shores, FL 32118",29.20500359,-80.99701921
"2700 N Peninsula Ave APT 255, New Smyrna Beach, FL 32169",29.06459289,-80.91339683
"4153 S Atlantic Ave #2130, New Smyrna Beach, FL 32169",29.00432077,-80.87531408
"1216 Isthmus Dr, Port Orange, FL 32127",29.1203559,-80.97449163
"117 N Garfield Ave #190, Deland, FL 32724",29.02929622,-81.29450203
"1312 E French Ave, Orange City, FL 32763",28.95217145,-81.27963803
"3013 N Halifax Ave #26, Daytona Beach, FL 32118",29.26550155,-81.03582159
"52 Virginia Ave, Deland, FL 32724",29.08432215,-81.30866187
"3855 S Atlantic Ave APT 1403, Daytona Beach Shores, FL 32118",29.13790158,-80.96173162
"435 Foxhill Dr, Debary, FL 32713",28.90852622,-81.31670057
"2671 John Anderson Dr, Ormond Beach, FL 32176",29.35765463,-81.07691411
"1484 Robinwood Dr, Deland, FL 32720",29.04677176,-81.33488127
"1041 Mayflower Ave, Deltona, FL 32725",28.89075618,-81.27491792
"712 Pelican Bay Dr, Daytona Beach, FL 32119",29.14694002,-81.04998877
"1433 N Atlantic Ave APT 123, Daytona Beach, FL 32118",29.2501928,-81.0195713
"616 Florida Ave, Holly Hill, FL 32117",29.23345095,-81.04443463
"407 Northstar Ln, Edgewater, FL 32141",28.92947809,-80.88015174
"1031 Deer Springs Rd, Port Orange, FL 32129",29.14367537,-81.01684436
"174 El Tigre, Edgewater, FL 32141",28.92989599,-80.87191701
"701 S Atlantic Ave #315, Daytona Beach, FL 32118",29.21767053,-81.00284253
"761 Tumblebrook Dr, Port Orange, FL 32127",29.09848369,-81.016532
"1401 S Palmetto Ave APT 316, Daytona Beach, FL 32114",29.18681107,-81.00818233
"553 Coronado Cove Rd #11, New Smyrna Beach, FL 32168",29.01145665,-80.936338
"525 Mount Olympus Blvd, New Smyrna Beach, FL 32168",29.02484146,-80.98018846
"391 Lady Bella Pl, Deland, FL 32724",28.99413244,-81.27896078
"645 Boars Head Dr, Port Orange, FL 32127",29.09858717,-80.99643124
"2297 Evangelina Ave, Deltona, FL 32725",28.92952749,-81.26174533
"702 Sky Tree Ct, New Smyrna Beach, FL 32168",29.02998953,-80.94902396
"535 Emily Glen St, Deland, FL 32724",28.99683421,-81.2798209
"3815 S Atlantic Ave APT 801, Daytona Beach, FL 32118",29.14044019,-80.96241768
"1443 Pecos Dr, Ormond Beach, FL 32174",29.41674934,-81.14344637
"650 N Orange Ave, Orange City, FL 32763",28.95502649,-81.2924421
"3539 Grande Tuscany Way, New Smyrna Beach, FL 32168",29.04361085,-81.03733894
"503 Coronado Cove Rd #28, New Smyrna Beach, FL 32168",29.0135178,-80.93455064
"2522 Sabal Palm Dr, Edgewater, FL 32141",28.9528665,-80.9066232
"2522 Sabal Palm Dr, Edgewater, FL 32141",28.95283833,-80.90658028
"107 Pinion Cir, Ormond Beach, FL 32174",29.28168083,-81.08512394
"236 Whippoorwill Ln, Ormond Beach, FL 32174",29.24755251,-81.12623313
"600 Coral Trace Blvd, Edgewater, FL 32132",28.9602424,-80.94348505
"412 Revilo Blvd, Daytona Beach, FL 32118",29.21751978,-81.00701589
"1239 Ocean Shore Blvd #7-5, Ormond Beach, FL 32176",29.32360157,-81.05471759
"4656 S Tomoka Dr, De Leon Springs, FL 32130",29.14137336,-81.27735877
"1915 Deerfoot Run Ct, Deland, FL 32720",28.9952353,-81.31465873
"746 N Halifax Ave, Daytona Beach, FL 32118",29.23689563,-81.01931469
"59 Cunningham Dr, New Smyrna Beach, FL 32168",29.05751227,-80.9291981
"1213 N HALIFAX AVE, DAYTONA BEACH, FL 32118",29.24802467,-81.02721083
"34 Spring Dr, Port Orange, FL 32129",29.14429737,-81.02005944
"312 Orchard Hill St, Deland, FL 32724",28.99149726,-81.26810537
"5814 Westport Dr, Port Orange, FL 32127",29.10583018,-81.00380073
"645 Sweetwood Dr, Port Orange, FL 32127",29.09777149,-81.01490227
"505 Coronado Cove Rd #27, New Smyrna Beach, FL 32168",29.01332303,-80.934495
"607 Downing St, New Smyrna Beach, FL 32168",29.02245594,-80.92761057
"4524 & 4544 Grand Ave, De Leon Springs, FL 32130",29.10888478,-81.35549586
"100 E Kentucky Ave APT F6, Deland, FL 32724",29.04986238,-81.30320007
"1503 Mobile Ave, Holly Hill, FL 32117",29.25067028,-81.05080084
"533 8th St, Holly Hill, FL 32117",29.23638393,-81.04466146
"590 Revilo Blvd, Daytona Beach, FL 32118",29.2175694,-81.0039965
"1195 10th Ave, Deland, FL 32724",29.04909296,-81.24566054
"1295 Ocean Shore Blvd APT 104, Ormond Beach, FL 32176",29.32536166,-81.05534914
"235 Damascus Rd, Deland, FL 32724",29.02364479,-81.16022501
"421 S Atlantic Ave #609, New Smyrna Beach, FL 32169",29.03696227,-80.89562204
"93 Inlet Harbor Rd, Ponce Inlet, FL 32127",29.08998726,-80.93453272
"30 Twin River Dr, Ormond Beach, FL 32174",29.25673734,-81.12473574
"3800 S Atlantic Ave UNIT 601, Daytona Beach, FL 32118",29.1408233,-80.96387223
"4807 S Atlantic Ave, Ponce Inlet, FL 32127",29.08941657,-80.9293934
"137 Ellison Ave, New Smyrna Beach, FL 32168",29.01595223,-80.95069734
"181 Aleatha Dr, Daytona Beach, FL 32114",29.18450661,-81.02744825
"1044 Sea Shell Ct, Daytona Beach, FL 32124",29.22067227,-81.11637273
"3120 Hoke Dr, Edgewater, FL 32141",28.94148856,-80.93677948
"1876 Creekwater Blvd, Port Orange, FL 32128",29.05405275,-81.02914184
"749 Pelican Bay Dr, Daytona Beach, FL 32119",29.14790577,-81.053601
"491 Wild Olive Ave, Ormond Beach, FL 32176",29.27892079,-81.03540856
"1611 Piccadilly Dr, Daytona Beach, FL 32117",29.22480856,-81.06719707
"300 Wildberry Farm Ln, Pierson, FL 32180",29.21070048,-81.43219213
"6136 Sabal Point Cir, Pt Orange, FL 32128",29.07099538,-81.03150401
"520 Peacock Rd, Holly Hill, FL 32117",29.25566877,-81.0546146
"5 Torrey Pines Ct, Ormond Beach, FL 32174",29.28848699,-81.11450056
"132 Mallard Ln, Daytona Beach, FL 32119",29.15238904,-81.05278164
"2319 Chapel Hill Dr, Deland, FL 32720",29.08903109,-81.36079097
"1720 Baron Ct, Port Orange, FL 32128",29.08467535,-81.03934462
"2627 Unity Tree Dr, Edgewater, FL 32141",28.94857724,-80.91225151
"114 Avenham Dr, Deland, FL 32724",28.99166658,-81.25703484
"1130 Lewis Dr, Daytona Beach, FL 32117",29.22312778,-81.0609115
"1475 Hohe Ln, Ormond Beach, FL 32174",29.40628927,-81.14666683
"720 Davis St, Daytona Beach, FL 32118",29.22080733,-81.00592446
"51 Ocean Way Dr, Ponce Inlet, FL 32127",29.08230488,-80.92682224
"1435 Ramsey Acres Ln, Lake Helen, FL 32744",28.96886099,-81.20421136
"130 Jasmine Woods Ct APT 13A, Deltona, FL 32725",28.86505732,-81.24895207
"3637 Romea Cir, New Smyrna Beach, FL 32168",29.0389736,-81.0346558
"911 Carey Dr, South Daytona, FL 32119",29.15914499,-81.01437411
"206 Silver Branch Trl, Deland, FL 32724",29.08777604,-81.31880687
"5448 Landis Ave, Port Orange, FL 32127",29.11569716,-80.97773926
"946 15th St APT 203, Holly Hill, FL 32117",29.24653801,-81.05996854
"113 Evergreen Ave, Edgewater, FL 32132",28.99720475,-80.90927001
"130 S Westwood Ave, Deland, FL 32720",29.02623188,-81.32812297
"2200 N Atlantic Ave APT 1702, Daytona Beach, FL 32118",29.25850024,-81.02303703
"175 Rosa Bella Vw, Debary, FL 32713",28.87538403,-81.3594914
"1719 Kumquat Dr, Edgewater, FL 32132",28.97162678,-80.90628823
"3126 Connemara Dr, Ormond Beach, FL 32174",29.38647492,-81.13679678
"72 Alberta Ave, Ponce Inlet, FL 32127",29.0956571,-80.93727618
"1134 Caldwell Ave, Orange City, FL 32763",28.90725903,-81.2816056
"4757 Riverglen Blvd, Ponce Inlet, FL 32127",29.09382328,-80.93402571
"291 Otter Blvd, New Smyrna Beach, FL 32168",29.01955467,-80.95882744
"4 Pine In The Wood, Port Orange, FL 32129",29.13643311,-81.03926923
"3607 Mallow Dr, Ormond Beach, FL 32174",29.39367925,-81.13948267
"319 Oak Fern Cir, Ormond Beach, FL 32174",29.26359789,-81.12379856
"101 N Riverside Dr #1110, New Smyrna Beach, FL 32168",29.02643573,-80.92015737
"5968 Sawgrass Point Dr, Port Orange, FL 32128",29.09722737,-81.02848391
"121 Magnolia Loop, Port Orange, FL 32128",29.0945795,-81.03345643
"6011 Wesley Park Dr, Port Orange, FL 32128",29.08444635,-81.02500927
"544 Riverside Dr, Ormond Beach, FL 32176",29.27514625,-81.04112744
"568 Aldenham Ln, Ormond Beach, FL 32174",29.36367398,-81.14376947
"130 Sunrise Blvd, Debary, FL 32713",28.87237932,-81.30240117
"7 Fox Run Trl, Ormond Beach, FL 32174",29.2839683,-81.08711751
"2595 S Ridgewood Ave, South Daytona, FL 32119",29.16207869,-80.9952441
